run_stem,split_mode,split_name,backbone,seed,held_out_sample,held_out_cut,train_count,val_count,test_count,class_weights,accuracy,macro_precision,macro_recall,macro_f1,prediction_distribution,confusion_matrix,normalized_confusion_matrix,classification_report,model_h5_path,model_tflite_path,metadata_json_path,history_csv_path,h5_size_mb,tflite_size_mb,inference_mean_ms_per_image,inference_std_ms_per_image
meatlens_efficientnetb0_cross_rotation_fold2_seed123_cnn_only,cross_rotation,fold2,EfficientNetB0,123,pork_shoulder_sample_2,shoulder,1187,210,454,"{""0"": 1.0960295475530932, ""1"": 0.9966414777497901, ""2"": 0.9222999222999223}",0.9619,0.9622,0.9622,0.9622,{},"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","{""fresh"": {""precision"": 0.9622, ""recall"": 0.9622, ""f1-score"": 0.9622, ""support"": 0}, ""not fresh"": {""precision"": 0.9622, ""recall"": 0.9622, ""f1-score"": 0.9622, ""support"": 0}, ""spoiled"": {""precision"": 0.9622, ""recall"": 0.9622, ""f1-score"": 0.9622, ""support"": 0}, ""accuracy"": 0.9619, ""macro avg"": {""precision"": 0.9622, ""recall"": 0.9622, ""f1-score"": 0.9622, ""support"": 0}, ""weighted avg"": {""precision"": 0.9622, ""recall"": 0.9622, ""f1-score"": 0.9622, ""support"": 0}}",E:\Thesis Code\training_outputs\models\meatlens_efficientnetb0_cross_rotation_fold2_seed123_cnn_only.h5,E:\Thesis Code\training_outputs\models\meatlens_efficientnetb0_cross_rotation_fold2_seed123_cnn_only.tflite,E:\Thesis Code\training_outputs\models\meatlens_efficientnetb0_cross_rotation_fold2_seed123_cnn_only_metadata.json,training_outputs\meatlens_efficientnetb0_cross_rotation_fold2_seed123_cnn_only_history.csv,0.005859375,,,
meatlens_efficientnetb0_cross_rotation_fold2_seed2026_cnn_only,cross_rotation,fold2,EfficientNetB0,2026,pork_shoulder_sample_2,shoulder,1187,210,454,"{""0"": 1.0960295475530932, ""1"": 0.9966414777497901, ""2"": 0.9222999222999223}",0.9619,0.9622,0.9622,0.9622,{},"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","{""fresh"": {""precision"": 0.9622, ""recall"": 0.9622, ""f1-score"": 0.9622, ""support"": 0}, ""not fresh"": {""precision"": 0.9622, ""recall"": 0.9622, ""f1-score"": 0.9622, ""support"": 0}, ""spoiled"": {""precision"": 0.9622, ""recall"": 0.9622, ""f1-score"": 0.9622, ""support"": 0}, ""accuracy"": 0.9619, ""macro avg"": {""precision"": 0.9622, ""recall"": 0.9622, ""f1-score"": 0.9622, ""support"": 0}, ""weighted avg"": {""precision"": 0.9622, ""recall"": 0.9622, ""f1-score"": 0.9622, ""support"": 0}}",E:\Thesis Code\training_outputs\models\meatlens_efficientnetb0_cross_rotation_fold2_seed2026_cnn_only.h5,E:\Thesis Code\training_outputs\models\meatlens_efficientnetb0_cross_rotation_fold2_seed2026_cnn_only.tflite,E:\Thesis Code\training_outputs\models\meatlens_efficientnetb0_cross_rotation_fold2_seed2026_cnn_only_metadata.json,training_outputs\meatlens_efficientnetb0_cross_rotation_fold2_seed2026_cnn_only_history.csv,0.005859375,,,
meatlens_mobilenetv3small_cross_rotation_fold2_seed42_cnn_only,cross_rotation,fold2,MobileNetV3Small,42,pork_shoulder_sample_2,shoulder,1187,210,454,"{""0"": 1.0960295475530932, ""1"": 0.9966414777497901, ""2"": 0.9222999222999223}",0.4713656387665198,0.3287981859410431,0.4614160033514872,0.3822734858333563,"{""fresh"": 258, ""spoiled"": 196}","[[86, 0, 68], [145, 0, 0], [27, 0, 128]]","[[0.5584415584415584, 0.0, 0.44155844155844154], [1.0, 0.0, 0.0], [0.17419354838709677, 0.0, 0.8258064516129032]]","{""fresh"": {""precision"": 0.3333333333333333, ""recall"": 0.5584415584415584, ""f1-score"": 0.4174757281553398, ""support"": 154.0}, ""not fresh"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 145.0}, ""spoiled"": {""precision"": 0.6530612244897959, ""recall"": 0.8258064516129032, ""f1-score"": 0.7293447293447294, ""support"": 155.0}, ""accuracy"": 0.4713656387665198, ""macro avg"": {""precision"": 0.3287981859410431, ""recall"": 0.4614160033514872, ""f1-score"": 0.38227348583335635, ""support"": 454.0}, ""weighted avg"": {""precision"": 0.3360304474212592, ""recall"": 0.4713656387665198, ""f1-score"": 0.39061606868800747, ""support"": 454.0}}",e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold2_seed42_cnn_only.h5,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold2_seed42_cnn_only.tflite,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold2_seed42_cnn_only_metadata.json,e:\Thesis Code\training_outputs\meatlens_mobilenetv3small_cross_rotation_fold2_seed42_cnn_only_history.csv,9.8572998046875,3.860420227050781,74.44732399933855,2.473812981157761
meatlens_mobilenetv3small_cross_rotation_fold2_seed123_cnn_only,cross_rotation,fold2,MobileNetV3Small,123,pork_shoulder_sample_2,shoulder,1187,210,454,"{""0"": 1.0960295475530932, ""1"": 0.9966414777497901, ""2"": 0.9222999222999223}",0.5022026431718062,0.3569812540400776,0.4917190336545174,0.4097091616630213,"{""fresh"": 272, ""spoiled"": 182}","[[100, 0, 54], [145, 0, 0], [27, 0, 128]]","[[0.6493506493506493, 0.0, 0.35064935064935066], [1.0, 0.0, 0.0], [0.17419354838709677, 0.0, 0.8258064516129032]]","{""fresh"": {""precision"": 0.36764705882352944, ""recall"": 0.6493506493506493, ""f1-score"": 0.4694835680751174, ""support"": 154.0}, ""not fresh"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 145.0}, ""spoiled"": {""precision"": 0.7032967032967034, ""recall"": 0.8258064516129032, ""f1-score"": 0.7596439169139466, ""support"": 155.0}, ""accuracy"": 0.5022026431718062, ""macro avg"": {""precision"": 0.35698125404007763, ""recall"": 0.49171903365451747, ""f1-score"": 0.40970916166302135, ""support"": 454.0}, ""weighted avg"": {""precision"": 0.3648207842947413, ""recall"": 0.5022026431718062, ""f1-score"": 0.41860193084852376, ""support"": 454.0}}",e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold2_seed123_cnn_only.h5,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold2_seed123_cnn_only.tflite,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold2_seed123_cnn_only_metadata.json,e:\Thesis Code\training_outputs\meatlens_mobilenetv3small_cross_rotation_fold2_seed123_cnn_only_history.csv,9.8572998046875,3.860420227050781,74.80408000061288,3.129398666518587
meatlens_mobilenetv3small_cross_rotation_fold2_seed2026_cnn_only,cross_rotation,fold2,MobileNetV3Small,2026,pork_shoulder_sample_2,shoulder,1187,210,454,"{""0"": 1.0960295475530932, ""1"": 0.9966414777497901, ""2"": 0.9222999222999223}",0.5242290748898678,0.3843649585658719,0.513433877950007,0.4305734346192113,"{""fresh"": 292, ""spoiled"": 162}","[[115, 0, 39], [145, 0, 0], [32, 0, 123]]","[[0.7467532467532467, 0.0, 0.2532467532467532], [1.0, 0.0, 0.0], [0.2064516129032258, 0.0, 0.7935483870967742]]","{""fresh"": {""precision"": 0.3938356164383562, ""recall"": 0.7467532467532467, ""f1-score"": 0.515695067264574, ""support"": 154.0}, ""not fresh"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 145.0}, ""spoiled"": {""precision"": 0.7592592592592593, ""recall"": 0.7935483870967742, ""f1-score"": 0.7760252365930599, ""support"": 155.0}, ""accuracy"": 0.5242290748898678, ""macro avg"": {""precision"": 0.3843649585658719, ""recall"": 0.513433877950007, ""f1-score"": 0.4305734346192113, ""support"": 454.0}, ""weighted avg"": {""precision"": 0.39281028660064327, ""recall"": 0.5242290748898678, ""f1-score"": 0.4398699383935434, ""support"": 454.0}}",e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold2_seed2026_cnn_only.h5,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold2_seed2026_cnn_only.tflite,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold2_seed2026_cnn_only_metadata.json,e:\Thesis Code\training_outputs\meatlens_mobilenetv3small_cross_rotation_fold2_seed2026_cnn_only_history.csv,9.8572998046875,3.860420227050781,75.41984200041043,3.0340381385777606
meatlens_resnet50_cross_rotation_fold2_seed42_cnn_only,cross_rotation,fold2,ResNet50,42,pork_shoulder_sample_2,shoulder,1187,210,454,"{""0"": 1.0960295475530932, ""1"": 0.9966414777497901, ""2"": 0.9222999222999223}",0.460352422907489,0.3046685340802987,0.4503560955173858,0.3631872792178136,"{""spoiled"": 238, ""fresh"": 210, ""not fresh"": 6}","[[64, 0, 90], [142, 0, 3], [4, 6, 145]]","[[0.4155844155844156, 0.0, 0.5844155844155844], [0.9793103448275862, 0.0, 0.020689655172413793], [0.025806451612903226, 0.03870967741935484, 0.9354838709677419]]","{""fresh"": {""precision"": 0.3047619047619048, ""recall"": 0.4155844155844156, ""f1-score"": 0.3516483516483517, ""support"": 154.0}, ""not fresh"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 145.0}, ""spoiled"": {""precision"": 0.6092436974789915, ""recall"": 0.9354838709677419, ""f1-score"": 0.7379134860050891, ""support"": 155.0}, ""accuracy"": 0.460352422907489, ""macro avg"": {""precision"": 0.30466853408029876, ""recall"": 0.4503560955173858, ""f1-score"": 0.36318727921781363, ""support"": 454.0}, ""weighted avg"": {""precision"": 0.3113790890805661, ""recall"": 0.460352422907489, ""f1-score"": 0.37121241516439424, ""support"": 454.0}}",e:\Thesis Code\training_outputs\models\meatlens_resnet50_cross_rotation_fold2_seed42_cnn_only.h5,e:\Thesis Code\training_outputs\models\meatlens_resnet50_cross_rotation_fold2_seed42_cnn_only.tflite,e:\Thesis Code\training_outputs\models\meatlens_resnet50_cross_rotation_fold2_seed42_cnn_only_metadata.json,e:\Thesis Code\training_outputs\meatlens_resnet50_cross_rotation_fold2_seed42_cnn_only_history.csv,185.424545288086,90.62005233764648,74.95189399967785,12.547143413686348
meatlens_resnet50_cross_rotation_fold2_seed123_cnn_only,cross_rotation,fold2,ResNet50,123,pork_shoulder_sample_2,shoulder,1187,210,454,"{""0"": 1.0960295475530932, ""1"": 0.9966414777497901, ""2"": 0.9222999222999223}",0.3414096916299559,0.148895292987512,0.3333333333333333,0.2058432934926959,"{""spoiled"": 347, ""fresh"": 107}","[[0, 0, 154], [107, 0, 38], [0, 0, 155]]","[[0.0, 0.0, 1.0], [0.7379310344827587, 0.0, 0.2620689655172414], [0.0, 0.0, 1.0]]","{""fresh"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 154.0}, ""not fresh"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 145.0}, ""spoiled"": {""precision"": 0.44668587896253603, ""recall"": 1.0, ""f1-score"": 0.6175298804780877, ""support"": 155.0}, ""accuracy"": 0.34140969162995594, ""macro avg"": {""precision"": 0.148895292987512, ""recall"": 0.3333333333333333, ""f1-score"": 0.2058432934926959, ""support"": 454.0}, ""weighted avg"": {""precision"": 0.15250288819205526, ""recall"": 0.34140969162995594, ""f1-score"": 0.21083068606630745, ""support"": 454.0}}",e:\Thesis Code\training_outputs\models\meatlens_resnet50_cross_rotation_fold2_seed123_cnn_only.h5,e:\Thesis Code\training_outputs\models\meatlens_resnet50_cross_rotation_fold2_seed123_cnn_only.tflite,e:\Thesis Code\training_outputs\models\meatlens_resnet50_cross_rotation_fold2_seed123_cnn_only_metadata.json,e:\Thesis Code\training_outputs\meatlens_resnet50_cross_rotation_fold2_seed123_cnn_only_history.csv,185.424545288086,90.62005233764648,106.1615580000216,24.55958697982396
meatlens_resnet50_cross_rotation_fold2_seed2026_cnn_only,cross_rotation,fold2,ResNet50,2026,pork_shoulder_sample_2,shoulder,1187,210,454,"{""0"": 1.0960295475530932, ""1"": 0.9966414777497901, ""2"": 0.9222999222999223}",0.4493392070484581,0.2924918135038203,0.4395335846948749,0.3509609870017847,"{""spoiled"": 242, ""fresh"": 212}","[[59, 0, 95], [143, 0, 2], [10, 0, 145]]","[[0.38311688311688313, 0.0, 0.6168831168831169], [0.9862068965517241, 0.0, 0.013793103448275862], [0.06451612903225806, 0.0, 0.9354838709677419]]","{""fresh"": {""precision"": 0.2783018867924528, ""recall"": 0.38311688311688313, ""f1-score"": 0.3224043715846995, ""support"": 154.0}, ""not fresh"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 145.0}, ""spoiled"": {""precision"": 0.5991735537190083, ""recall"": 0.9354838709677419, ""f1-score"": 0.7304785894206549, ""support"": 155.0}, ""accuracy"": 0.44933920704845814, ""macro avg"": {""precision"": 0.29249181350382036, ""recall"": 0.43953358469487497, ""f1-score"": 0.35096098700178474, ""support"": 454.0}, ""weighted avg"": {""precision"": 0.2989656198072335, ""recall"": 0.44933920704845814, ""f1-score"": 0.3587543052516415, ""support"": 454.0}}",e:\Thesis Code\training_outputs\models\meatlens_resnet50_cross_rotation_fold2_seed2026_cnn_only.h5,e:\Thesis Code\training_outputs\models\meatlens_resnet50_cross_rotation_fold2_seed2026_cnn_only.tflite,e:\Thesis Code\training_outputs\models\meatlens_resnet50_cross_rotation_fold2_seed2026_cnn_only_metadata.json,e:\Thesis Code\training_outputs\meatlens_resnet50_cross_rotation_fold2_seed2026_cnn_only_history.csv,185.424545288086,90.62005233764648,89.34936999896308,28.50557830332848
meatlens_mobilenetv3small_cross_rotation_fold3_seed42_cnn_only,cross_rotation,fold3,MobileNetV3Small,42,pork_belly_sample_3,belly,1199,212,440,"{""0"": 1.0195578231292517, ""1"": 1.0380952380952382, ""2"": 0.9470774091627172}",0.5386363636363637,0.5415612361034896,0.5380023451657606,0.4784611109343908,"{""spoiled"": 336, ""fresh"": 71, ""not fresh"": 33}","[[68, 27, 23], [3, 6, 150], [0, 0, 163]]","[[0.576271186440678, 0.2288135593220339, 0.19491525423728814], [0.018867924528301886, 0.03773584905660377, 0.9433962264150944], [0.0, 0.0, 1.0]]","{""fresh"": {""precision"": 0.9577464788732394, ""recall"": 0.576271186440678, ""f1-score"": 0.7195767195767195, ""support"": 118.0}, ""not fresh"": {""precision"": 0.18181818181818182, ""recall"": 0.03773584905660377, ""f1-score"": 0.0625, ""support"": 159.0}, ""spoiled"": {""precision"": 0.4851190476190476, ""recall"": 1.0, ""f1-score"": 0.6533066132264529, ""support"": 163.0}, ""accuracy"": 0.5386363636363637, ""macro avg"": {""precision"": 0.5415612361034896, ""recall"": 0.5380023451657606, ""f1-score"": 0.4784611109343908, ""support"": 440.0}, ""weighted avg"": {""precision"": 0.5022672276773589, ""recall"": 0.5386363636363637, ""f1-score"": 0.4575830246953744, ""support"": 440.0}}",e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold3_seed42_cnn_only.h5,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold3_seed42_cnn_only.tflite,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold3_seed42_cnn_only_metadata.json,e:\Thesis Code\training_outputs\meatlens_mobilenetv3small_cross_rotation_fold3_seed42_cnn_only_history.csv,9.8572998046875,3.860420227050781,74.37606999985292,4.489778994338871
meatlens_mobilenetv3small_cross_rotation_fold3_seed123_cnn_only,cross_rotation,fold3,MobileNetV3Small,123,pork_belly_sample_3,belly,1199,212,440,"{""0"": 1.0195578231292517, ""1"": 1.0380952380952382, ""2"": 0.9470774091627172}",0.55,0.579889097664377,0.5484845254592616,0.4970569582734512,"{""spoiled"": 331, ""fresh"": 71, ""not fresh"": 38}","[[68, 27, 23], [3, 11, 145], [0, 0, 163]]","[[0.576271186440678, 0.2288135593220339, 0.19491525423728814], [0.018867924528301886, 0.06918238993710692, 0.9119496855345912], [0.0, 0.0, 1.0]]","{""fresh"": {""precision"": 0.9577464788732394, ""recall"": 0.576271186440678, ""f1-score"": 0.7195767195767195, ""support"": 118.0}, ""not fresh"": {""precision"": 0.2894736842105263, ""recall"": 0.06918238993710692, ""f1-score"": 0.1116751269035533, ""support"": 159.0}, ""spoiled"": {""precision"": 0.49244712990936557, ""recall"": 1.0, ""f1-score"": 0.659919028340081, ""support"": 163.0}, ""accuracy"": 0.55, ""macro avg"": {""precision"": 0.579889097664377, ""recall"": 0.5484845254592616, ""f1-score"": 0.49705695827345125, ""support"": 440.0}, ""weighted avg"": {""precision"": 0.5438847328903239, ""recall"": 0.55, ""f1-score"": 0.47780272660716155, ""support"": 440.0}}",e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold3_seed123_cnn_only.h5,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold3_seed123_cnn_only.tflite,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold3_seed123_cnn_only_metadata.json,e:\Thesis Code\training_outputs\meatlens_mobilenetv3small_cross_rotation_fold3_seed123_cnn_only_history.csv,9.8572998046875,3.860420227050781,77.12909799993213,3.496165487804744
meatlens_mobilenetv3small_cross_rotation_fold3_seed2026_cnn_only,cross_rotation,fold3,MobileNetV3Small,2026,pork_belly_sample_3,belly,1199,212,440,"{""0"": 1.0195578231292517, ""1"": 1.0380952380952382, ""2"": 0.9470774091627172}",0.5681818181818182,0.4292969510360815,0.5845551280718172,0.4810996563573884,"{""spoiled"": 322, ""fresh"": 117, ""not fresh"": 1}","[[94, 1, 23], [16, 0, 143], [7, 0, 156]]","[[0.7966101694915254, 0.00847457627118644, 0.19491525423728814], [0.10062893081761007, 0.0, 0.89937106918239], [0.04294478527607362, 0.0, 0.9570552147239264]]","{""fresh"": {""precision"": 0.8034188034188035, ""recall"": 0.7966101694915254, ""f1-score"": 0.8, ""support"": 118.0}, ""not fresh"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 159.0}, ""spoiled"": {""precision"": 0.484472049689441, ""recall"": 0.9570552147239264, ""f1-score"": 0.643298969072165, ""support"": 163.0}, ""accuracy"": 0.5681818181818182, ""macro avg"": {""precision"": 0.4292969510360815, ""recall"": 0.5845551280718172, ""f1-score"": 0.4810996563573884, ""support"": 440.0}, ""weighted avg"": {""precision"": 0.3949371884154493, ""recall"": 0.5681818181818182, ""f1-score"": 0.4528584817244612, ""support"": 440.0}}",e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold3_seed2026_cnn_only.h5,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold3_seed2026_cnn_only.tflite,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold3_seed2026_cnn_only_metadata.json,e:\Thesis Code\training_outputs\meatlens_mobilenetv3small_cross_rotation_fold3_seed2026_cnn_only_history.csv,9.8572998046875,3.860420227050781,72.95066799990309,6.670184404069582
meatlens_mobilenetv3small_cross_rotation_fold4_seed42_cnn_only,cross_rotation,fold4,MobileNetV3Small,42,pork_belly_sample_4,belly,1172,207,472,"{""0"": 1.0732600732600732, ""1"": 0.9940627650551315, ""2"": 0.9413654618473896}",0.5169491525423728,0.4085870242151152,0.5101033591731267,0.4247146771543296,"{""not fresh"": 337, ""spoiled"": 135}","[[0, 147, 3], [0, 131, 19], [0, 59, 113]]","[[0.0, 0.98, 0.02], [0.0, 0.8733333333333333, 0.12666666666666668], [0.0, 0.3430232558139535, 0.6569767441860465]]","{""fresh"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 150.0}, ""not fresh"": {""precision"": 0.3887240356083086, ""recall"": 0.8733333333333333, ""f1-score"": 0.5379876796714579, ""support"": 150.0}, ""spoiled"": {""precision"": 0.837037037037037, ""recall"": 0.6569767441860465, ""f1-score"": 0.7361563517915309, ""support"": 172.0}, ""accuracy"": 0.5169491525423728, ""macro avg"": {""precision"": 0.4085870242151152, ""recall"": 0.5101033591731267, ""f1-score"": 0.4247146771543296, ""support"": 472.0}, ""weighted avg"": {""precision"": 0.42855715193139127, ""recall"": 0.5169491525423728, ""f1-score"": 0.43923102639589406, ""support"": 472.0}}",e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold4_seed42_cnn_only.h5,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold4_seed42_cnn_only.tflite,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold4_seed42_cnn_only_metadata.json,e:\Thesis Code\training_outputs\meatlens_mobilenetv3small_cross_rotation_fold4_seed42_cnn_only_history.csv,9.8572998046875,3.860420227050781,70.02434200017888,2.9000149041161505
meatlens_mobilenetv3small_cross_rotation_fold4_seed123_cnn_only,cross_rotation,fold4,MobileNetV3Small,123,pork_belly_sample_4,belly,1172,207,472,"{""0"": 1.0732600732600732, ""1"": 0.9940627650551315, ""2"": 0.9413654618473896}",0.5296610169491526,0.4293785310734463,0.5262790697674419,0.4312260536398467,"{""not fresh"": 354, ""spoiled"": 118}","[[0, 138, 12], [0, 147, 3], [0, 69, 103]]","[[0.0, 0.92, 0.08], [0.0, 0.98, 0.02], [0.0, 0.4011627906976744, 0.5988372093023255]]","{""fresh"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 150.0}, ""not fresh"": {""precision"": 0.4152542372881356, ""recall"": 0.98, ""f1-score"": 0.5833333333333334, ""support"": 150.0}, ""spoiled"": {""precision"": 0.8728813559322034, ""recall"": 0.5988372093023255, ""f1-score"": 0.7103448275862069, ""support"": 172.0}, ""accuracy"": 0.5296610169491526, ""macro avg"": {""precision"": 0.42937853107344637, ""recall"": 0.5262790697674419, ""f1-score"": 0.43122605363984673, ""support"": 472.0}, ""weighted avg"": {""precision"": 0.4500502729100833, ""recall"": 0.5296610169491526, ""f1-score"": 0.44423582700175335, ""support"": 472.0}}",e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold4_seed123_cnn_only.h5,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold4_seed123_cnn_only.tflite,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold4_seed123_cnn_only_metadata.json,e:\Thesis Code\training_outputs\meatlens_mobilenetv3small_cross_rotation_fold4_seed123_cnn_only_history.csv,9.8572998046875,3.860420227050781,73.29048000006878,4.423582850368185
meatlens_mobilenetv3small_cross_rotation_fold4_seed2026_cnn_only,cross_rotation,fold4,MobileNetV3Small,2026,pork_belly_sample_4,belly,1172,207,472,"{""0"": 1.0732600732600732, ""1"": 0.9940627650551315, ""2"": 0.9413654618473896}",0.5466101694915254,0.4420454545454546,0.5426356589147286,0.4457785297167494,"{""not fresh"": 352, ""spoiled"": 120}","[[0, 138, 12], [0, 150, 0], [0, 64, 108]]","[[0.0, 0.92, 0.08], [0.0, 1.0, 0.0], [0.0, 0.37209302325581395, 0.627906976744186]]","{""fresh"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0.0, ""support"": 150.0}, ""not fresh"": {""precision"": 0.42613636363636365, ""recall"": 1.0, ""f1-score"": 0.5976095617529881, ""support"": 150.0}, ""spoiled"": {""precision"": 0.9, ""recall"": 0.627906976744186, ""f1-score"": 0.7397260273972602, ""support"": 172.0}, ""accuracy"": 0.5466101694915254, ""macro avg"": {""precision"": 0.4420454545454546, ""recall"": 0.5426356589147286, ""f1-score"": 0.4457785297167494, ""support"": 472.0}, ""weighted avg"": {""precision"": 0.46339079352850543, ""recall"": 0.5466101694915254, ""f1-score"": 0.4594794724052478, ""support"": 472.0}}",e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold4_seed2026_cnn_only.h5,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold4_seed2026_cnn_only.tflite,e:\Thesis Code\training_outputs\models\meatlens_mobilenetv3small_cross_rotation_fold4_seed2026_cnn_only_metadata.json,e:\Thesis Code\training_outputs\meatlens_mobilenetv3small_cross_rotation_fold4_seed2026_cnn_only_history.csv,9.8572998046875,3.860420227050781,96.3508699999511,171.88257834771042
